"","Genotype","treatment","survival_frequency","Group","used","name","CS_number","country","latitude","longitude","altitude","group","DroughtIndex","Lifespan","Fruitnumber","RGR","rosetteDM","Growthrate","ScalingExponent","BTDAY","LDMC","LNC","SLA","StrucRes","Leaf_Area_mm2","Trichomes","SeedProd","LMR","Plant_Area_cm2","LLS","LN","TR","PN","ER","SLArosette","LDMCrosette","LT","GR","FITC","VD","LMA","Amass","Narea","AmassPlant","RER","AnnualMeanTemp","MeanTempDiurnalRange","Iso.thermality","TempSeasonality","MaxTempWarmestMonth","MinTempColdestMonth","TempAnnualRange","MeanTempWettestQuarter","MeanTempDriestQuarter","MeanTempWarmestQuarter","MeanTempColdestQuarter","AnnualPrecipitation","PrecipitationWettestMonth","PrecipitationDriestMonth","PrecipitationSeasonality","PrecipitationWettestQuarter","PrecipitationDriestQuarter","PrecipitationWarmestQuarter","PrecipitationColdestQuarter","AI","PET","P50","LeafArea_mm2","SLA_m2.kg","LDMC_mg.g","RWC"
"69","7092","WW-CT",1,"centre","yes","Com-1","CS76469","FRA",49.416,2.823,45,"western_europe",4.38e-05,49,201,118.7977797,330.865,6.752346939,0.741735319,46.75,90.33226195,6.465,52.69507779,0.045861564,0.628474547,4.86448287,84.97510923,49.8795,46.779141,29,49,3.563368059,10.9513125,2.572180778,20.01852813,0.184140675,2.521615875,0.128490005,4678.165822,4.70255,47.98015592,228.2467051,0.310191708,131.7353327,0.129010298,10.5,8.6,3.6,551.8,23.5,0,23.5,11.1,6.8,17.5,3.3,622,59,42,10,170,131,162,150,0.7717,0.0806,-2.74,170.66214945,61.5177993077413,69.2068800764453,87.5745223588621
"70","7092","WD-LT",0.5,"centre","yes","Com-1","CS76469","FRA",49.416,2.823,45,"western_europe",4.38e-05,49,201,118.7977797,330.865,6.752346939,0.741735319,46.75,90.33226195,6.465,52.69507779,0.045861564,0.628474547,4.86448287,84.97510923,49.8795,46.779141,29,49,3.563368059,10.9513125,2.572180778,20.01852813,0.184140675,2.521615875,0.128490005,4678.165822,4.70255,47.98015592,228.2467051,0.310191708,131.7353327,0.129010298,10.5,8.6,3.6,551.8,23.5,0,23.5,11.1,6.8,17.5,3.3,622,59,42,10,170,131,162,150,0.7717,0.0806,-2.74,170.66214945,61.5177993077413,69.2068800764453,87.5745223588621
"71","7213","WW-LT",0.85,"centre","yes","Ler-0","CS77020","GER",47.984,10.8719,630,"admixed",NA,61.5,178,97.18764884,343.675,5.588211382,0.737222077,28.375,77.06220465,7.266666667,79.37274163,0.027314589,0.649535138,5.119982607,43.18829194,52.87533333,9.331266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,8.5,3.2,650.6,21.9,-4.4,26.3,16.1,0.6,16.1,-0.6,968,123,54,32,359,168,359,173,1.2847,0.0748,-3.17,247.45511945,49.2420134764694,74.7895631377766,84.1166276589232
"72","7213","WD-LT",0.45,"centre","yes","Ler-0","CS77020","GER",47.984,10.8719,630,"admixed",NA,61.5,178,97.18764884,343.675,5.588211382,0.737222077,28.375,77.06220465,7.266666667,79.37274163,0.027314589,0.649535138,5.119982607,43.18829194,52.87533333,9.331266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,8.5,3.2,650.6,21.9,-4.4,26.3,16.1,0.6,16.1,-0.6,968,123,54,32,359,168,359,173,1.2847,0.0748,-3.17,247.45511945,49.2420134764694,74.7895631377766,84.1166276589232
"73","7213","WD-HT",0.55,"centre","yes","Ler-0","CS77020","GER",47.984,10.8719,630,"admixed",NA,61.5,178,97.18764884,343.675,5.588211382,0.737222077,28.375,77.06220465,7.266666667,79.37274163,0.027314589,0.649535138,5.119982607,43.18829194,52.87533333,9.331266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,8.5,3.2,650.6,21.9,-4.4,26.3,16.1,0.6,16.1,-0.6,968,123,54,32,359,168,359,173,1.2847,0.0748,-3.17,247.45511945,49.2420134764694,74.7895631377766,84.1166276589232
"74","7213","WW-HT",1,"centre","yes","Ler-0","CS77020","GER",47.984,10.8719,630,"admixed",NA,61.5,178,97.18764884,343.675,5.588211382,0.737222077,28.375,77.06220465,7.266666667,79.37274163,0.027314589,0.649535138,5.119982607,43.18829194,52.87533333,9.331266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,8.5,3.2,650.6,21.9,-4.4,26.3,16.1,0.6,16.1,-0.6,968,123,54,32,359,168,359,173,1.2847,0.0748,-3.17,247.45511945,49.2420134764694,74.7895631377766,84.1166276589232
"75","7213","WW-CT",1,"centre","yes","Ler-0","CS77020","GER",47.984,10.8719,630,"admixed",NA,61.5,178,97.18764884,343.675,5.588211382,0.737222077,28.375,77.06220465,7.266666667,79.37274163,0.027314589,0.649535138,5.119982607,43.18829194,52.87533333,9.331266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,8.5,3.2,650.6,21.9,-4.4,26.3,16.1,0.6,16.1,-0.6,968,123,54,32,359,168,359,173,1.2847,0.0748,-3.17,247.45511945,49.2420134764694,74.7895631377766,84.1166276589232
"76","7298","WW-CT",1,"centre","yes","Pi-0","CS76572","AUT",47.04,10.51,2395,"central_europe",-5.05e-05,60.5,191,104.1108535,561.285,9.277438017,0.678940319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9,5.8,2.8,533.4,9.8,-10.7,20.5,5.7,-7.4,5.8,-7.4,1341,158,83,22,449,268,421,268,5.1974,0.0314,-2.07,173.8389526,42.3660308537716,91.2028252161082,90.601578590318
"77","7298","WD-LT",0.3,"centre","yes","Pi-0","CS76572","AUT",47.04,10.51,2395,"central_europe",-5.05e-05,60.5,191,104.1108535,561.285,9.277438017,0.678940319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9,5.8,2.8,533.4,9.8,-10.7,20.5,5.7,-7.4,5.8,-7.4,1341,158,83,22,449,268,421,268,5.1974,0.0314,-2.07,173.8389526,42.3660308537716,91.2028252161082,90.601578590318
"78","7298","WW-LT",0.894736842105263,"centre","yes","Pi-0","CS76572","AUT",47.04,10.51,2395,"central_europe",-5.05e-05,60.5,191,104.1108535,561.285,9.277438017,0.678940319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9,5.8,2.8,533.4,9.8,-10.7,20.5,5.7,-7.4,5.8,-7.4,1341,158,83,22,449,268,421,268,5.1974,0.0314,-2.07,173.8389526,42.3660308537716,91.2028252161082,90.601578590318
"79","7298","WW-HT",0.95,"centre","yes","Pi-0","CS76572","AUT",47.04,10.51,2395,"central_europe",-5.05e-05,60.5,191,104.1108535,561.285,9.277438017,0.678940319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9,5.8,2.8,533.4,9.8,-10.7,20.5,5.7,-7.4,5.8,-7.4,1341,158,83,22,449,268,421,268,5.1974,0.0314,-2.07,173.8389526,42.3660308537716,91.2028252161082,90.601578590318
"80","7298","WD-HT",0.421052631578947,"centre","yes","Pi-0","CS76572","AUT",47.04,10.51,2395,"central_europe",-5.05e-05,60.5,191,104.1108535,561.285,9.277438017,0.678940319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9,5.8,2.8,533.4,9.8,-10.7,20.5,5.7,-7.4,5.8,-7.4,1341,158,83,22,449,268,421,268,5.1974,0.0314,-2.07,173.8389526,42.3660308537716,91.2028252161082,90.601578590318
"81","7382","WW-HT",1,"centre","yes","Utrecht","CS76622","NED",52.0918,5.1145,4,"admixed",NA,42.5,249,136.796708,171.715,4.040352941,0.819661896,38.625,86.87890572,7.14,74.94643077,0.022734564,0.478474547,3.375,82.95079366,44.16733333,33.15331475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,7.5,3.4,531.9,21.3,-0.5,21.8,6.6,4.9,16.1,2.6,805,80,47,16,233,158,216,195,1.1732,0.0687,-2.17,170.9726909,64.2950465476111,75.3860420979986,81.8882001767994
"82","7382","WW-CT",1,"centre","yes","Utrecht","CS76622","NED",52.0918,5.1145,4,"admixed",NA,42.5,249,136.796708,171.715,4.040352941,0.819661896,38.625,86.87890572,7.14,74.94643077,0.022734564,0.478474547,3.375,82.95079366,44.16733333,33.15331475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,7.5,3.4,531.9,21.3,-0.5,21.8,6.6,4.9,16.1,2.6,805,80,47,16,233,158,216,195,1.1732,0.0687,-2.17,170.9726909,64.2950465476111,75.3860420979986,81.8882001767994
"83","7382","WD-HT",0.85,"centre","yes","Utrecht","CS76622","NED",52.0918,5.1145,4,"admixed",NA,42.5,249,136.796708,171.715,4.040352941,0.819661896,38.625,86.87890572,7.14,74.94643077,0.022734564,0.478474547,3.375,82.95079366,44.16733333,33.15331475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,7.5,3.4,531.9,21.3,-0.5,21.8,6.6,4.9,16.1,2.6,805,80,47,16,233,158,216,195,1.1732,0.0687,-2.17,170.9726909,64.2950465476111,75.3860420979986,81.8882001767994
"84","7382","WW-LT",0.8,"centre","yes","Utrecht","CS76622","NED",52.0918,5.1145,4,"admixed",NA,42.5,249,136.796708,171.715,4.040352941,0.819661896,38.625,86.87890572,7.14,74.94643077,0.022734564,0.478474547,3.375,82.95079366,44.16733333,33.15331475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,7.5,3.4,531.9,21.3,-0.5,21.8,6.6,4.9,16.1,2.6,805,80,47,16,233,158,216,195,1.1732,0.0687,-2.17,170.9726909,64.2950465476111,75.3860420979986,81.8882001767994
"85","7382","WD-LT",0.5,"centre","yes","Utrecht","CS76622","NED",52.0918,5.1145,4,"admixed",NA,42.5,249,136.796708,171.715,4.040352941,0.819661896,38.625,86.87890572,7.14,74.94643077,0.022734564,0.478474547,3.375,82.95079366,44.16733333,33.15331475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,7.5,3.4,531.9,21.3,-0.5,21.8,6.6,4.9,16.1,2.6,805,80,47,16,233,158,216,195,1.1732,0.0687,-2.17,170.9726909,64.2950465476111,75.3860420979986,81.8882001767994
"86","8240","WW-LT",0.8,"north","yes","Kulturen-1","CS76987","SWE",55.705,13.196,26,"south_sweden",-0.000681812,66,64,101.0074091,896.465,13.58280303,0.623308324,79.5,188.7610365,2.26,31.91001122,0.036449064,0.453474547,13.125,6.396927012,29.85966667,59.28717825,20,106,3.832323014,NA,2.938885105,34.61498784,0.140957861,NA,0.084902098,273.2769334,5.77012099,NA,NA,NA,NA,0.143082516,7.9,6.1,2.6,616,20.2,-2.7,22.9,15.3,2.5,16,0.5,645,67,34,22,197,113,185,152,1.1575,0.0565,-1.985,118.0771334,55.454274631221,90.0396243825653,87.5967701474638
"87","8240","WW-HT",0.947368421052632,"north","yes","Kulturen-1","CS76987","SWE",55.705,13.196,26,"south_sweden",-0.000681812,66,64,101.0074091,896.465,13.58280303,0.623308324,79.5,188.7610365,2.26,31.91001122,0.036449064,0.453474547,13.125,6.396927012,29.85966667,59.28717825,20,106,3.832323014,NA,2.938885105,34.61498784,0.140957861,NA,0.084902098,273.2769334,5.77012099,NA,NA,NA,NA,0.143082516,7.9,6.1,2.6,616,20.2,-2.7,22.9,15.3,2.5,16,0.5,645,67,34,22,197,113,185,152,1.1575,0.0565,-1.985,118.0771334,55.454274631221,90.0396243825653,87.5967701474638
"88","8240","WD-LT",0.5,"north","yes","Kulturen-1","CS76987","SWE",55.705,13.196,26,"south_sweden",-0.000681812,66,64,101.0074091,896.465,13.58280303,0.623308324,79.5,188.7610365,2.26,31.91001122,0.036449064,0.453474547,13.125,6.396927012,29.85966667,59.28717825,20,106,3.832323014,NA,2.938885105,34.61498784,0.140957861,NA,0.084902098,273.2769334,5.77012099,NA,NA,NA,NA,0.143082516,7.9,6.1,2.6,616,20.2,-2.7,22.9,15.3,2.5,16,0.5,645,67,34,22,197,113,185,152,1.1575,0.0565,-1.985,118.0771334,55.454274631221,90.0396243825653,87.5967701474638
"89","8240","WD-HT",0.8,"north","yes","Kulturen-1","CS76987","SWE",55.705,13.196,26,"south_sweden",-0.000681812,66,64,101.0074091,896.465,13.58280303,0.623308324,79.5,188.7610365,2.26,31.91001122,0.036449064,0.453474547,13.125,6.396927012,29.85966667,59.28717825,20,106,3.832323014,NA,2.938885105,34.61498784,0.140957861,NA,0.084902098,273.2769334,5.77012099,NA,NA,NA,NA,0.143082516,7.9,6.1,2.6,616,20.2,-2.7,22.9,15.3,2.5,16,0.5,645,67,34,22,197,113,185,152,1.1575,0.0565,-1.985,118.0771334,55.454274631221,90.0396243825653,87.5967701474638
"90","8240","WW-CT",0.95,"north","yes","Kulturen-1","CS76987","SWE",55.705,13.196,26,"south_sweden",-0.000681812,66,64,101.0074091,896.465,13.58280303,0.623308324,79.5,188.7610365,2.26,31.91001122,0.036449064,0.453474547,13.125,6.396927012,29.85966667,59.28717825,20,106,3.832323014,NA,2.938885105,34.61498784,0.140957861,NA,0.084902098,273.2769334,5.77012099,NA,NA,NA,NA,0.143082516,7.9,6.1,2.6,616,20.2,-2.7,22.9,15.3,2.5,16,0.5,645,67,34,22,197,113,185,152,1.1575,0.0565,-1.985,118.0771334,55.454274631221,90.0396243825653,87.5967701474638
"91","8311","WW-LT",0.8,"centre","yes","In-0","CS78903","AUT",47.5,11.5,1476,"central_europe",7.97e-05,39,108,160.330043,215.57,5.527435897,0.792637868,64.59446342,105.222803,2.336666667,49.48660757,0.045156829,0.715409244,4.5,57.71642222,35.813,87.24336202,NA,NA,NA,NA,NA,NA,NA,NA,NA,2507.052335,4.86539358,NA,NA,NA,NA,NA,3.8,8.3,3.1,631.2,17.4,-8.7,26.1,11.6,-4.4,11.6,-4.4,1082,150,57,35,415,183,415,183,1.8109,0.0603,-1.62,199.11773915,39.1263687328986,103.25180790297,89.0355328901327
"92","8311","WW-CT",1,"centre","yes","In-0","CS78903","AUT",47.5,11.5,1476,"central_europe",7.97e-05,39,108,160.330043,215.57,5.527435897,0.792637868,64.59446342,105.222803,2.336666667,49.48660757,0.045156829,0.715409244,4.5,57.71642222,35.813,87.24336202,NA,NA,NA,NA,NA,NA,NA,NA,NA,2507.052335,4.86539358,NA,NA,NA,NA,NA,3.8,8.3,3.1,631.2,17.4,-8.7,26.1,11.6,-4.4,11.6,-4.4,1082,150,57,35,415,183,415,183,1.8109,0.0603,-1.62,199.11773915,39.1263687328986,103.25180790297,89.0355328901327
"93","8311","WD-LT",0.6,"centre","yes","In-0","CS78903","AUT",47.5,11.5,1476,"central_europe",7.97e-05,39,108,160.330043,215.57,5.527435897,0.792637868,64.59446342,105.222803,2.336666667,49.48660757,0.045156829,0.715409244,4.5,57.71642222,35.813,87.24336202,NA,NA,NA,NA,NA,NA,NA,NA,NA,2507.052335,4.86539358,NA,NA,NA,NA,NA,3.8,8.3,3.1,631.2,17.4,-8.7,26.1,11.6,-4.4,11.6,-4.4,1082,150,57,35,415,183,415,183,1.8109,0.0603,-1.62,199.11773915,39.1263687328986,103.25180790297,89.0355328901327
"94","8311","WD-HT",0.65,"centre","yes","In-0","CS78903","AUT",47.5,11.5,1476,"central_europe",7.97e-05,39,108,160.330043,215.57,5.527435897,0.792637868,64.59446342,105.222803,2.336666667,49.48660757,0.045156829,0.715409244,4.5,57.71642222,35.813,87.24336202,NA,NA,NA,NA,NA,NA,NA,NA,NA,2507.052335,4.86539358,NA,NA,NA,NA,NA,3.8,8.3,3.1,631.2,17.4,-8.7,26.1,11.6,-4.4,11.6,-4.4,1082,150,57,35,415,183,415,183,1.8109,0.0603,-1.62,199.11773915,39.1263687328986,103.25180790297,89.0355328901327
"95","8311","WW-HT",1,"centre","yes","In-0","CS78903","AUT",47.5,11.5,1476,"central_europe",7.97e-05,39,108,160.330043,215.57,5.527435897,0.792637868,64.59446342,105.222803,2.336666667,49.48660757,0.045156829,0.715409244,4.5,57.71642222,35.813,87.24336202,NA,NA,NA,NA,NA,NA,NA,NA,NA,2507.052335,4.86539358,NA,NA,NA,NA,NA,3.8,8.3,3.1,631.2,17.4,-8.7,26.1,11.6,-4.4,11.6,-4.4,1082,150,57,35,415,183,415,183,1.8109,0.0603,-1.62,199.11773915,39.1263687328986,103.25180790297,89.0355328901327
"96","8357","WW-HT",1,"south","yes","Pla-0","CS76573","ESP",41.5,2.25,145,"spain",0.000274726,47.5,215.5,143.2414903,273.02,5.747789474,0.764567118,55.25,86.36745345,4.9,55.012763,0.045840224,0.671112766,5.375,54.86495701,22.60466667,78.3505605,NA,54,NA,6.757132667,2.826744848,16.69105171,0.195092171,3.156660413,0.169356904,2523.788023,5.065125,64.8217636,104.2417283,0.317626642,117.7717574,0.145900227,15.8,7,3.2,520.2,27.6,5.8,21.8,16.9,22.6,22.7,9.5,635,88,29,29,220,127,158,130,0.7466,0.0888,-2.28,174.9312018,35.5551223170732,89.13681422156,86.5850474481251
"97","8357","WW-CT",1,"south","yes","Pla-0","CS76573","ESP",41.5,2.25,145,"spain",0.000274726,47.5,215.5,143.2414903,273.02,5.747789474,0.764567118,55.25,86.36745345,4.9,55.012763,0.045840224,0.671112766,5.375,54.86495701,22.60466667,78.3505605,NA,54,NA,6.757132667,2.826744848,16.69105171,0.195092171,3.156660413,0.169356904,2523.788023,5.065125,64.8217636,104.2417283,0.317626642,117.7717574,0.145900227,15.8,7,3.2,520.2,27.6,5.8,21.8,16.9,22.6,22.7,9.5,635,88,29,29,220,127,158,130,0.7466,0.0888,-2.28,174.9312018,35.5551223170732,89.13681422156,86.5850474481251
"98","8357","WD-LT",0.25,"south","yes","Pla-0","CS76573","ESP",41.5,2.25,145,"spain",0.000274726,47.5,215.5,143.2414903,273.02,5.747789474,0.764567118,55.25,86.36745345,4.9,55.012763,0.045840224,0.671112766,5.375,54.86495701,22.60466667,78.3505605,NA,54,NA,6.757132667,2.826744848,16.69105171,0.195092171,3.156660413,0.169356904,2523.788023,5.065125,64.8217636,104.2417283,0.317626642,117.7717574,0.145900227,15.8,7,3.2,520.2,27.6,5.8,21.8,16.9,22.6,22.7,9.5,635,88,29,29,220,127,158,130,0.7466,0.0888,-2.28,174.9312018,35.5551223170732,89.13681422156,86.5850474481251
"99","8357","WD-HT",0.473684210526316,"south","yes","Pla-0","CS76573","ESP",41.5,2.25,145,"spain",0.000274726,47.5,215.5,143.2414903,273.02,5.747789474,0.764567118,55.25,86.36745345,4.9,55.012763,0.045840224,0.671112766,5.375,54.86495701,22.60466667,78.3505605,NA,54,NA,6.757132667,2.826744848,16.69105171,0.195092171,3.156660413,0.169356904,2523.788023,5.065125,64.8217636,104.2417283,0.317626642,117.7717574,0.145900227,15.8,7,3.2,520.2,27.6,5.8,21.8,16.9,22.6,22.7,9.5,635,88,29,29,220,127,158,130,0.7466,0.0888,-2.28,174.9312018,35.5551223170732,89.13681422156,86.5850474481251
"100","8357","WW-LT",0.684210526315789,"south","yes","Pla-0","CS76573","ESP",41.5,2.25,145,"spain",0.000274726,47.5,215.5,143.2414903,273.02,5.747789474,0.764567118,55.25,86.36745345,4.9,55.012763,0.045840224,0.671112766,5.375,54.86495701,22.60466667,78.3505605,NA,54,NA,6.757132667,2.826744848,16.69105171,0.195092171,3.156660413,0.169356904,2523.788023,5.065125,64.8217636,104.2417283,0.317626642,117.7717574,0.145900227,15.8,7,3.2,520.2,27.6,5.8,21.8,16.9,22.6,22.7,9.5,635,88,29,29,220,127,158,130,0.7466,0.0888,-2.28,174.9312018,35.5551223170732,89.13681422156,86.5850474481251
"101","8376","WD-HT",0.6,"north","yes","Sanna-2","CS77234","SWE",62.69,18,78,"north_sweden",0.000723451,75,64,94.40830773,1228.555,16.38073333,0.585866135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,5.181324084,6.59002,1.647749698,20.95962981,0.174499223,3.091909741,0.078615401,NA,NA,53.32966428,123.5713761,NA,110.3719885,0.102236745,3.4,8.1,2.4,850.6,20.4,-12.3,32.7,9.7,-3.2,14.6,-7.4,684,77,40,24,214,124,188,156,1.29,0.0524,NA,243.4502058,44.7110047496363,88.7183077079725,90.0266476719661
"102","8376","WW-LT",0.95,"north","yes","Sanna-2","CS77234","SWE",62.69,18,78,"north_sweden",0.000723451,75,64,94.40830773,1228.555,16.38073333,0.585866135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,5.181324084,6.59002,1.647749698,20.95962981,0.174499223,3.091909741,0.078615401,NA,NA,53.32966428,123.5713761,NA,110.3719885,0.102236745,3.4,8.1,2.4,850.6,20.4,-12.3,32.7,9.7,-3.2,14.6,-7.4,684,77,40,24,214,124,188,156,1.29,0.0524,NA,243.4502058,44.7110047496363,88.7183077079725,90.0266476719661
"103","8376","WW-HT",1,"north","yes","Sanna-2","CS77234","SWE",62.69,18,78,"north_sweden",0.000723451,75,64,94.40830773,1228.555,16.38073333,0.585866135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,5.181324084,6.59002,1.647749698,20.95962981,0.174499223,3.091909741,0.078615401,NA,NA,53.32966428,123.5713761,NA,110.3719885,0.102236745,3.4,8.1,2.4,850.6,20.4,-12.3,32.7,9.7,-3.2,14.6,-7.4,684,77,40,24,214,124,188,156,1.29,0.0524,NA,243.4502058,44.7110047496363,88.7183077079725,90.0266476719661
"104","8376","WW-CT",1,"north","yes","Sanna-2","CS77234","SWE",62.69,18,78,"north_sweden",0.000723451,75,64,94.40830773,1228.555,16.38073333,0.585866135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,5.181324084,6.59002,1.647749698,20.95962981,0.174499223,3.091909741,0.078615401,NA,NA,53.32966428,123.5713761,NA,110.3719885,0.102236745,3.4,8.1,2.4,850.6,20.4,-12.3,32.7,9.7,-3.2,14.6,-7.4,684,77,40,24,214,124,188,156,1.29,0.0524,NA,243.4502058,44.7110047496363,88.7183077079725,90.0266476719661
"105","8376","WD-LT",0.75,"north","yes","Sanna-2","CS77234","SWE",62.69,18,78,"north_sweden",0.000723451,75,64,94.40830773,1228.555,16.38073333,0.585866135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,5.181324084,6.59002,1.647749698,20.95962981,0.174499223,3.091909741,0.078615401,NA,NA,53.32966428,123.5713761,NA,110.3719885,0.102236745,3.4,8.1,2.4,850.6,20.4,-12.3,32.7,9.7,-3.2,14.6,-7.4,684,77,40,24,214,124,188,156,1.29,0.0524,NA,243.4502058,44.7110047496363,88.7183077079725,90.0266476719661
"106","9057","WD-LT",0.6,"north","yes","Vinslöv","CS78847","SWE",56.1,13.9167,22,"south_sweden",0.000406654,56.5,144,122.3378629,689.5,12.20353982,0.654495925,61.5,100.0991965,2.7575,49.588628,0.038934764,0.653474547,8.375,67.04261082,44.10966667,57.38342167,31,39,4.181382714,6.47802,2.443690069,24.94391682,0.150781747,2.725279272,0.097967376,3378.0559,6.163025,44.43525031,145.7856084,0.122530203,166.9321275,0.127598447,7.7,6.2,2.6,624.7,20.5,-3,23.5,15.2,2.3,15.9,0.1,646,72,36,22,201,113,187,153,1.1403,0.057,-1.63,213.87024195,52.6408368414387,87.426545900026,94.406237658583
